"Unit_Code","Park_Name","Lake_Code","Start_Date","Event_Duplicate","Letter","Canopy_Type","Big_trees_ArealCover","Small_trees_ArealCover","Understory_Veg_Cover","Woody_shrubs_saplings_ArealCover","Tall_herb_grass_forb_ArealCover","Woody_shrubs_saplings_GroundCover","Herb_Grass_Forb_GroundCover","Standing_water_ArealCover","Barren_AreaCcover","Riparian_Cover_Notes","Validation_Notes"
"CRLA","Crater Lake National Park","CRLAWQL11",2019-09-11,"No","J",,"absent","absent","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL11",2019-09-11,"No","K","coniferous","absent","sparse (<10%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL11",2019-09-11,"No","C","coniferous","moderate (10-40%)","sparse (<10%)","mixed","sparse (<10%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL11",2019-09-11,"No","D",,"absent","absent","broadleaf evergreen","absent","moderate (10-40%)","absent","sparse (<10%)","moderate (10-40%)","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL11",2019-09-11,"No","M","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL11",2019-09-11,"No","I",,"absent","absent","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL11",2019-09-11,"No","L","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL11",2019-09-11,"No","O","coniferous","sparse (<10%)","absent","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL11",2019-09-11,"No","N","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","M","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","heavy (40-75%)","sparse (<10%)","absent","sparse (<10%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","D","coniferous","sparse (<10%)","sparse (<10%)","coniferous","heavy (40-75%)","absent","moderate (10-40%)","moderate (10-40%)","absent","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","J","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)","absent","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","N","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","sparse (<10%)","absent","sparse (<10%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","I","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","moderate (10-40%)","absent","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","B","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","K","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","absent","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","H","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","A","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","sparse (<10%)","moderate (10-40%)","absent","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","E","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","sparse (<10%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","F","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","O","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","sparse (<10%)","absent","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","G","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","absent","heavy (40-75%)","sparse (<10%)","absent","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","C","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","heavy (40-75%)","absent","moderate (10-40%)","sparse (<10%)","absent","sparse (<10%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2013-09-09,"No","L","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","B",,"absent","absent",,"absent","absent","absent","very heavy (>75%)","sparse (<10%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","D","coniferous","moderate (10-40%)","absent",,"absent","absent","sparse (<10%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","K","coniferous","moderate (10-40%)","sparse (<10%)",,"absent","absent","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","I","coniferous","sparse (<10%)","absent","coniferous","moderate (10-40%)","absent","sparse (<10%)","sparse (<10%)","moderate (10-40%)","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","N","coniferous","absent","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","O",,"absent","absent",,"absent","absent","absent","heavy (40-75%)","absent","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","A",,"absent","absent",,"absent","absent","absent","heavy (40-75%)","sparse (<10%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","G",,"absent","absent","coniferous","sparse (<10%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","H",,"absent","absent",,"absent","absent","absent","sparse (<10%)","moderate (10-40%)","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","E","coniferous","moderate (10-40%)","sparse (<10%)",,"absent","absent","sparse (<10%)","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","C",,"absent","absent",,"absent","absent","absent","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","L","coniferous","absent","sparse (<10%)",,"absent","absent","sparse (<10%)","heavy (40-75%)","sparse (<10%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","J",,"absent","absent","coniferous","sparse (<10%)","absent","absent","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","M","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2016-09-16,"No","F","coniferous","sparse (<10%)","sparse (<10%)",,"absent","absent","sparse (<10%)","sparse (<10%)","moderate (10-40%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","G","coniferous","sparse (<10%)","absent","coniferous","heavy (40-75%)","absent","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","I","coniferous","moderate (10-40%)","absent","coniferous","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","C","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","D",,"absent","absent",,"absent","absent","absent","heavy (40-75%)","heavy (40-75%)","moderate (10-40%)",,"AES 8/2021: Tall_herb_gras_forb changed from Null to 0"
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","O","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","L","coniferous","absent","sparse (<10%)","coniferous","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","J","coniferous","absent","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","B","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","F","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","A","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","K","coniferous","sparse (<10%)","absent","coniferous","absent","sparse (<10%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","M","coniferous","sparse (<10%)","sparse (<10%)","coniferous","heavy (40-75%)","sparse (<10%)","heavy (40-75%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","E",,"absent","absent",,"absent","absent","absent","very heavy (>75%)","moderate (10-40%)","sparse (<10%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","H","coniferous","sparse (<10%)","absent","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL12",2019-09-16,"No","N","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","heavy (40-75%)","sparse (<10%)","sparse (<10%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","M","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","N","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","I","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","D","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","C","coniferous","absent","sparse (<10%)","coniferous","sparse (<10%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)","absent","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","L","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","G","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","absent","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","A","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","K","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","absent","absent","absent","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","B","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)","absent","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","H","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","absent","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","F","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","absent","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","J","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","E","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","absent","moderate (10-40%)","absent","moderate (10-40%)","absent","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2013-09-08,"No","O","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","absent","moderate (10-40%)","absent","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","K","coniferous","moderate (10-40%)","moderate (10-40%)",,"absent","absent","sparse (<10%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","L","coniferous","heavy (40-75%)","absent","coniferous","sparse (<10%)","absent","absent","sparse (<10%)","moderate (10-40%)","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","M","coniferous","absent","moderate (10-40%)","coniferous","sparse (<10%)","absent","absent","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","F",,"absent","absent",,"absent","sparse (<10%)","absent","heavy (40-75%)","sparse (<10%)","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","J","coniferous","very heavy (>75%)","absent",,"absent","absent","absent","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","N",,"absent","absent",,"absent","sparse (<10%)","absent","heavy (40-75%)","absent","sparse (<10%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","D",,"absent","absent","coniferous","moderate (10-40%)","absent","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","C","coniferous","very heavy (>75%)","moderate (10-40%)","coniferous","absent","absent","absent","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","E","coniferous","absent","heavy (40-75%)","coniferous","moderate (10-40%)","absent","absent","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","G","coniferous","very heavy (>75%)","moderate (10-40%)",,"absent","absent","absent","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","A",,"absent","absent",,"absent","sparse (<10%)","absent","moderate (10-40%)","sparse (<10%)","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","O",,"absent","absent","coniferous","sparse (<10%)","sparse (<10%)","absent","moderate (10-40%)","absent","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","B","coniferous","heavy (40-75%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","absent","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","H","coniferous","absent","moderate (10-40%)","coniferous","moderate (10-40%)","absent","absent","absent","sparse (<10%)","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2016-09-15,"No","I","coniferous","heavy (40-75%)","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2019-09-12,"No","D","coniferous","sparse (<10%)","moderate (10-40%)",,"absent","absent","sparse (<10%)","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2019-09-12,"No","F",,"absent","absent","coniferous","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","heavy (40-75%)","sparse (<10%)","moderate (10-40%)",,
"CRLA","Crater Lake National Park","CRLAWQL13",2019-09-12,"No","C","coniferous","absent","sparse (<10%)","coniferous","moderate (10-40%)","absent","absent","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
